State,District,Latitude,Longitude,demand
Rajasthan,Kota,25.175718080000014,76.18618928000001,91
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,21
Rajasthan,Pali,25.80490393541874,73.55285640766907,32
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,2
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,73
Rajasthan,Sikar,27.646440586419757,75.29317422839503,79
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,97
Rajasthan,Tonk,26.153935071707927,75.79192216427637,78
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,22
Sikkim,East,27.29600352941175,88.74908392156858,83
Sikkim,North Sikkim,27.813810047095735,88.54200565149137,52
Sikkim,South Sikkim,27.278021621621612,88.37538594594596,85
Sikkim,West Sikkim,27.3359816,88.15801200000007,94
Tamil Nadu,Ariyalur,11.190514836795257,79.22249643916912,20
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,53
Tamil Nadu,Coimbatore,10.871376995940453,77.07619012178621,19
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,77
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,5
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,74
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,94
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,17
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,96
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,45
Tamil Nadu,Madurai,9.904313833333333,78.01366033333332,50
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,1
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,57
Tamil Nadu,Nilgiris,11.442361661341858,76.6614642172524,41
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,78
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,72
Tamil Nadu,Ramanathapuram,9.312869951534761,78.99185362412462,19
Tamil Nadu,Salem,11.629324202127657,78.2478257978723,3
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,23
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,15
Tamil Nadu,Theni,9.924066666666667,77.43458833333332,9
Tamil Nadu,Thiruvallur,13.275858101752883,80.19724702864492,13
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,34
Tamil Nadu,Thoothukudi,8.720961169702786,78.13832690955552,26
Tamil Nadu,Tiruchchirappalli,10.837841323210409,78.54729002169196,57
Tamil Nadu,Tirunelveli Kattabo,8.45743070382616,77.70549636277762,84
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,66
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,60
Tamil Nadu,Villupuram,12.065571352676752,79.6898910093992,82
Tamil Nadu,Virudhunagar,9.468872195892565,77.87641469194315,50
Tripura,Dhalai,23.781360477941163,91.94654283088231,13
Tripura,North Tripura,24.121739755351683,92.17842538226292,58
Tripura,South Tripura,23.211874098057386,91.6065807585568,16
Tripura,West Tripura,23.780166241299337,91.41310788863109,6
Uttar Pradesh,Agra,26.995129749103935,78.05278291517321,93
Uttar Pradesh,Aligarh,27.937485768500935,78.00146831119557,61
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,21
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,50
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,67
Uttar Pradesh,Azamgarh,26.008290954773834,83.01220251256285,29
Uttar Pradesh,Badaun,28.085956727272713,78.99710800000005,86
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,33
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,27
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,98
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,15
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,90
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,85
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,15
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,92
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,99
Uttar Pradesh,Bulandshahr,28.348758620689676,78.01082758620684,68
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,50
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,83
Uttar Pradesh,Deoria,26.422188565488575,83.8244070686071,24
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,43
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,76
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,54
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,28
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,10
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,47
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961034,77.52462467532465,53
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,97
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,30
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,37
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,77
Uttar Pradesh,Hamirpur,25.738158381502895,79.82619479768789,96
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,6
Uttar Pradesh,Hathras,27.57814661246612,78.18251084010846,18
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,27
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,56
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,24
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771594,78.39009365482241,24
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,44
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,51
Uttar Pradesh,Kanpur,26.3704693548387,80.29251572580651,83
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,17
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,47
Uttar Pradesh,Lakhimpur Kheri,28.091854006243466,80.64732466181074,80
Uttar Pradesh,Lalitpur,24.588771610169452,78.60082330508473,84
Uttar Pradesh,Lucknow,26.838233589251466,80.89706026871404,53
Uttar Pradesh,Maharajganj,27.177099107142883,83.46127857142869,24
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,28
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,74
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,14
Uttar Pradesh,Mau,26.010822037914686,83.50582654028433,52
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,68
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,5
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,50
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,2
Uttar Pradesh,Pilibhit,28.520241750358682,79.90103974175037,44
Uttar Pradesh,Pratapgarh,25.864842731707313,81.93530048780492,13
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,92
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,3
Uttar Pradesh,Saharanpur,30.033811652173917,77.59905147826095,83
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,0
Uttar Pradesh,Sant Ravi Das Nagar,25.36457874306844,82.43494990757856,49
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,83
Uttar Pradesh,Shravasti,27.604917877094966,81.79319776536313,84
Uttar Pradesh,Siddharth Nagar,27.207384839203716,82.78664992343035,58
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,67
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,75
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,32
Uttar Pradesh,Unnao,26.631639908952966,80.636773292868,37
Uttar Pradesh,Varanasi,25.360570888888894,82.82529666666672,89
Uttaranchal,Almora,29.683532133676106,79.50165064267351,79
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,68
Uttaranchal,Chamoli,30.583386114649652,79.56281095541402,27
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,79
Uttaranchal,Dehra Dun,30.533333414932727,77.90884124847,85
Uttaranchal,Haridwar,29.886057657657645,77.92980067567574,89
Uttaranchal,Naini Tal,29.336370528967226,79.4997911838791,15
Uttaranchal,Pauri Garhwal,29.97806755102041,78.77450163265311,30
Uttaranchal,Pithoragarh,30.147206318681295,80.34229230769236,86
Uttaranchal,Rudra Prayag,30.55657755905512,79.09422047244097,16
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,47
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,2
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,43
West Bengal,Bankura,23.081280892857155,87.12640053571437,96
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,38
West Bengal,Birbhum,24.06389342723,87.65153089201888,39
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,85
West Bengal,Darjiling,26.839619571045585,88.33145067024122,16
West Bengal,East Midnapore,21.991997254809966,87.9228082590334,85
West Bengal,Haora,22.401674174428507,87.99421176968654,28
West Bengal,Hugli,22.879292647058815,88.00010264705891,55
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,66
West Bengal,Kochbihar,26.25051611030475,89.30613826802143,33
West Bengal,Kolkata,22.550581481481483,88.3527648148148,68
West Bengal,Maldah,25.080268025751046,88.17191684549356,16
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,55
West Bengal,Nadia,23.56410971055088,88.58293034547152,51
West Bengal,North 24 Parganas,22.062388450676877,88.87793960802345,75
West Bengal,Puruliya,23.254192328767108,86.3968532876713,27
West Bengal,South 24 Parganas,21.854427507266063,88.44536970827778,17
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,8
West Bengal,West Midnapore,22.354896919691964,87.23101441144127,39
